hotel,is_canceled,lead_time,adults,children,market_segment,country,reserved_room_type,booking_changes,adr,customer_type
City Hotel,1,21,1,0,Online TA,CHN,A,0,67.32,Transient
Resort Hotel,1,37,2,0,Online TA,FRA,E,0,55.8,Transient
Resort Hotel,0,236,2,0,Groups,GBR,A,2,58,Transient-Party
Resort Hotel,1,81,2,0,Online TA,PRT,A,0,115,Transient
Resort Hotel,1,254,2,0,Online TA,GBR,A,0,80.1,Transient
City Hotel,1,197,2,0,Offline TA/TO,PRT,A,0,80,Transient
City Hotel,0,14,2,0,Online TA,BRA,A,0,108,Transient
City Hotel,0,41,2,0,Offline TA/TO,FRA,A,0,112,Transient
Resort Hotel,0,60,2,0,Direct,USA,F,0,270,Transient
City Hotel,0,0,1,0,Corporate,GBR,A,0,185,Transient
City Hotel,0,5,1,0,Corporate,ESP,D,0,148.5,Transient
Resort Hotel,0,289,2,0,Groups,GIB,A,0,57,Transient-Party
Resort Hotel,1,30,2,0,Direct,PRT,A,0,0,Transient
City Hotel,1,39,2,0,Online TA,BRA,A,1,91.33,Transient
City Hotel,1,34,1,0,Corporate,PRT,D,0,95,Transient
City Hotel,1,202,2,0,Online TA,HUN,B,1,77.86,Transient
Resort Hotel,1,263,2,0,Offline TA/TO,PRT,D,0,96.4,Contract
City Hotel,0,64,2,0,Online TA,FRA,A,0,88.4,Transient
Resort Hotel,0,203,2,0,Groups,AUT,A,0,90,Transient-Party
City Hotel,1,304,2,0,Groups,PRT,A,0,62,Transient-Party
Resort Hotel,1,247,1,0,Groups,ESP,A,0,19,Transient
Resort Hotel,0,208,2,0,Online TA,PRT,A,0,126,Transient
Resort Hotel,0,6,2,0,Online TA,PRT,A,0,175,Transient
City Hotel,1,27,2,0,Online TA,TJK,A,0,141,Transient
City Hotel,0,112,2,0,Direct,PRT,A,0,139.8,Transient
Resort Hotel,0,226,2,0,Online TA,IRL,A,0,30.24,Transient-Party
Resort Hotel,1,171,2,2,Online TA,USA,G,0,180,Transient
Resort Hotel,0,11,2,0,Online TA,PRT,A,0,129,Transient
City Hotel,1,169,2,0,Offline TA/TO,PRT,A,0,170,Transient
City Hotel,0,7,1,0,Corporate,PRT,A,0,65,Transient
Resort Hotel,0,197,2,0,Offline TA/TO,FRA,A,0,110.7,Transient-Party
Resort Hotel,0,112,2,0,Groups,CHN,E,0,50,Transient-Party
City Hotel,0,65,2,0,Offline TA/TO,DEU,A,0,72.25,Transient
Resort Hotel,0,32,2,0,Online TA,IRL,G,1,98,Transient
Resort Hotel,1,80,2,0,Online TA,PRT,A,0,32.4,Transient
City Hotel,1,2,1,0,Groups,PRT,A,1,17.6,Transient-Party
Resort Hotel,0,0,2,0,Direct,CHE,D,0,59,Transient
City Hotel,0,1,1,0,Aviation,AUT,A,0,95,Transient
City Hotel,1,71,1,0,Offline TA/TO,PRT,A,0,120,Transient
Resort Hotel,1,0,2,0,Online TA,PRT,A,0,89,Transient
City Hotel,0,42,1,0,Offline TA/TO,DEU,A,1,67.5,Transient
City Hotel,1,75,2,0,Offline TA/TO,PRT,A,0,105,Transient
City Hotel,1,18,2,0,Groups,PRT,A,2,12,Transient-Party
Resort Hotel,1,117,2,1,Direct,PRT,C,4,196.5,Transient
City Hotel,1,420,2,0,Groups,PRT,A,0,90,Transient
Resort Hotel,0,112,1,0,Corporate,GBR,A,0,40,Transient-Party
City Hotel,0,135,2,0,Direct,USA,D,0,143.1,Transient
Resort Hotel,0,57,2,0,Online TA,GBR,E,0,54.4,Transient
Resort Hotel,1,82,2,0,Groups,PRT,A,0,86,Transient-Party
City Hotel,0,9,3,0,Groups,ESP,A,0,102,Transient-Party
City Hotel,0,51,2,0,Offline TA/TO,FRA,A,0,75,Transient
City Hotel,0,179,2,0,Online TA,PRT,A,0,96.3,Transient
City Hotel,1,92,2,0,Groups,PRT,A,0,85,Transient
Resort Hotel,0,16,2,0,Direct,PRT,A,1,106.5,Transient
City Hotel,1,137,1,0,Groups,PRT,A,0,70,Transient
City Hotel,1,195,2,0,Online TA,NLD,A,0,80.75,Transient
Resort Hotel,0,5,1,0,Complementary,PRT,D,0,0,Transient
Resort Hotel,0,0,1,0,Online TA,PRT,A,0,43,Transient
City Hotel,0,6,1,0,Online TA,DEU,A,0,79.2,Transient
City Hotel,1,6,2,0,Online TA,PRT,A,0,91,Transient
City Hotel,0,211,2,0,Online TA,POL,A,0,90.95,Transient
Resort Hotel,1,111,2,0,Groups,PRT,A,0,70,Transient
City Hotel,0,34,1,0,Corporate,PRT,A,1,65,Transient
Resort Hotel,0,12,2,0,Groups,PRT,A,1,85.33,Transient-Party
City Hotel,0,4,1,0,Corporate,PRT,A,0,81,Transient-Party
City Hotel,1,135,1,0,Groups,PRT,A,0,120,Transient
City Hotel,0,40,1,0,Online TA,DEU,A,0,96,Transient
Resort Hotel,0,24,2,0,Online TA,POL,A,0,60,Transient
Resort Hotel,0,225,2,0,Groups,DEU,A,0,85,Transient-Party
Resort Hotel,0,75,1,0,Direct,PRT,A,2,49,Transient
City Hotel,1,60,1,0,Online TA,CYP,A,0,86.4,Transient
City Hotel,1,247,2,0,Groups,PRT,A,0,110,Transient
City Hotel,1,90,2,1,Online TA,FRA,A,0,135.9,Transient
Resort Hotel,0,6,2,0,Direct,PRT,D,0,61.2,Transient
City Hotel,1,29,2,0,Online TA,PRT,A,0,81.2,Transient
Resort Hotel,1,248,2,0,Online TA,FRA,E,0,55.8,Transient
City Hotel,0,30,3,0,Online TA,RUS,E,0,134.8,Transient
City Hotel,1,265,2,0,Groups,PRT,A,0,62,Contract
City Hotel,1,444,1,0,Offline TA/TO,PRT,A,0,75,Transient
Resort Hotel,0,112,2,1,Online TA,ESP,A,1,192,Transient
City Hotel,0,75,1,0,Online TA,NOR,D,0,112.28,Transient
City Hotel,1,130,2,0,Groups,PRT,A,0,95,Transient
City Hotel,1,56,2,0,Offline TA/TO,PRT,A,0,85,Transient
City Hotel,0,59,2,0,Online TA,DEU,D,0,96.99,Transient
City Hotel,0,0,2,0,Direct,ESP,D,0,169,Transient
City Hotel,1,114,2,0,Online TA,GBR,A,0,117,Transient
Resort Hotel,0,96,1,0,Groups,GBR,A,0,51.27,Transient-Party
Resort Hotel,0,2,1,0,Complementary,PRT,D,0,0,Transient
City Hotel,0,24,2,2,Direct,USA,E,2,266.2,Transient
Resort Hotel,0,186,2,0,Offline TA/TO,GBR,A,0,40.95,Contract
Resort Hotel,0,45,2,0,Direct,PRT,A,0,67.8,Transient
City Hotel,1,84,2,2,Online TA,PRT,F,0,231,Transient
City Hotel,0,32,2,0,Offline TA/TO,FRA,A,0,75,Transient
City Hotel,0,39,2,0,Offline TA/TO,DEU,A,1,109,Transient-Party
Resort Hotel,0,24,2,1,Offline TA/TO,PRT,A,0,189.75,Transient
Resort Hotel,0,29,2,1,Direct,PRT,D,2,211,Transient
City Hotel,0,12,2,0,Online TA,PRT,A,0,119,Transient
Resort Hotel,1,78,2,0,Groups,ESP,A,0,92,Transient
Resort Hotel,0,1,2,0,Online TA,PRT,A,0,103.2,Transient
Resort Hotel,0,0,2,0,Online TA,PRT,A,0,58,Transient
Resort Hotel,1,244,2,2,Online TA,PRT,G,0,135,Transient
City Hotel,1,46,2,0,Online TA,FRA,A,0,125.1,Transient
City Hotel,1,62,2,0,Online TA,PRT,A,0,60.98,Transient
City Hotel,0,3,1,0,Corporate,PRT,A,0,67,Transient
Resort Hotel,0,3,1,0,Offline TA/TO,PRT,A,0,26,Transient
City Hotel,1,209,2,0,Online TA,ITA,A,0,100.8,Transient
Resort Hotel,0,79,2,0,Online TA,HUN,E,0,103.59,Transient
City Hotel,0,15,2,0,Online TA,ITA,A,0,120.18,Transient
Resort Hotel,0,129,2,0,Online TA,PRT,A,0,110,Transient
City Hotel,1,139,2,0,Offline TA/TO,PRT,A,0,110,Transient
Resort Hotel,0,129,2,0,Direct,PRT,A,0,131.1,Transient
Resort Hotel,0,6,2,0,Online TA,ESP,A,0,77,Transient
Resort Hotel,0,189,2,1,Direct,CHE,C,2,218.4,Transient
Resort Hotel,1,232,2,0,Groups,PRT,A,0,30,Transient
City Hotel,0,155,2,0,Online TA,FRA,A,1,120,Transient
City Hotel,1,336,2,0,Offline TA/TO,PRT,A,0,101.5,Transient-Party
City Hotel,1,327,2,0,Groups,PRT,A,0,62,Transient-Party
Resort Hotel,0,35,1,0,Offline TA/TO,DEU,A,0,25,Transient
City Hotel,1,38,1,0,Corporate,PRT,A,0,75,Transient
Resort Hotel,1,86,2,0,Groups,PRT,A,0,46,Transient
Resort Hotel,0,1,2,0,Direct,GBR,A,0,48,Transient
City Hotel,1,102,1,0,Online TA,PRT,D,0,89.1,Transient
Resort Hotel,0,11,2,0,Direct,PRT,A,0,44,Transient
Resort Hotel,0,468,2,0,Groups,PRT,A,0,67,Transient-Party
Resort Hotel,0,152,3,0,Groups,GBR,A,3,82,Transient-Party
City Hotel,1,198,2,0,Online TA,DEU,A,2,99,Transient
Resort Hotel,1,241,2,0,Online TA,PRT,A,0,126,Transient
Resort Hotel,0,322,2,0,Offline TA/TO,LTU,A,0,90.8,Transient
Resort Hotel,0,154,2,0,Offline TA/TO,GBR,A,0,108,Transient
City Hotel,1,64,2,0,Online TA,BRA,D,0,118.8,Transient
City Hotel,0,63,2,0,Online TA,BEL,A,0,105.3,Transient
City Hotel,0,141,2,1,Online TA,GBR,A,3,147.6,Transient
City Hotel,1,183,2,1,Online TA,DEU,A,0,148.5,Transient
City Hotel,1,170,2,0,Groups,PRT,A,0,100,Transient
City Hotel,0,295,2,2,Online TA,NLD,F,0,171.14,Transient
City Hotel,0,44,2,0,Online TA,GBR,D,0,107.5,Transient
City Hotel,0,19,1,0,Online TA,GBR,A,0,84,Transient
City Hotel,0,76,2,0,Online TA,PRT,B,1,69.52,Transient-Party
Resort Hotel,0,157,2,0,Online TA,GBR,D,0,92,Transient
City Hotel,1,28,2,0,Online TA,CHN,D,0,190,Transient
Resort Hotel,0,30,2,0,Corporate,FRA,A,4,48,Transient-Party
City Hotel,0,2,2,1,Online TA,GBR,D,2,179,Transient
City Hotel,0,2,2,0,Online TA,FRA,A,0,63.31,Transient
Resort Hotel,1,265,2,0,Groups,BEL,A,0,89.2,Transient
City Hotel,0,68,2,0,Online TA,BEL,A,1,79.56,Transient
City Hotel,0,35,1,0,Online TA,CHL,A,0,73.9,Transient
City Hotel,1,145,2,0,Online TA,GBR,A,0,118.8,Transient
City Hotel,1,24,2,0,Online TA,CIV,D,1,212,Transient
City Hotel,0,131,2,1,Online TA,BGR,A,0,121.5,Transient
City Hotel,1,135,2,0,Groups,PRT,A,0,90,Transient
City Hotel,1,15,1,0,Online TA,FRA,A,0,145,Transient
City Hotel,1,21,1,0,Groups,PRT,A,0,170,Transient
City Hotel,1,131,2,0,Online TA,BRA,A,0,88.4,Transient
City Hotel,1,79,2,0,Online TA,SWE,A,0,124,Transient
Resort Hotel,0,94,1,0,Offline TA/TO,CN,A,0,41,Transient
Resort Hotel,1,18,2,2,Online TA,ESP,G,0,178,Transient
Resort Hotel,0,3,2,0,Direct,PRT,A,0,45,Transient
Resort Hotel,0,4,2,0,Groups,PRT,A,0,100,Transient-Party
City Hotel,1,301,2,0,Offline TA/TO,PRT,A,0,101.5,Transient-Party
City Hotel,0,74,2,2,Online TA,FRA,F,0,185,Transient
City Hotel,0,24,2,0,Online TA,GBR,A,0,108.08,Transient
Resort Hotel,0,36,2,0,Groups,GBR,A,3,49,Transient-Party
City Hotel,0,133,2,0,Direct,GBR,D,0,108.38,Transient
Resort Hotel,0,62,2,0,Online TA,ESP,D,1,167,Transient
City Hotel,0,115,2,0,Direct,BEL,A,0,118.8,Transient
City Hotel,0,2,1,0,Aviation,ITA,D,2,110,Transient
City Hotel,1,171,2,0,Online TA,DEU,A,0,144,Transient
Resort Hotel,0,24,2,2,Online TA,FRA,G,1,147,Transient
City Hotel,1,37,2,0,Offline TA/TO,PRT,A,0,105,Transient-Party
City Hotel,1,276,2,0,Offline TA/TO,PRT,A,0,95,Transient-Party
City Hotel,1,86,2,0,Offline TA/TO,PRT,A,0,120,Transient-Party
City Hotel,1,109,3,0,Online TA,GBR,A,0,108,Transient
Resort Hotel,0,46,2,0,Online TA,UKR,E,0,77.45,Transient
Resort Hotel,0,1,2,0,Direct,PRT,A,0,43,Transient
City Hotel,1,69,1,0,Offline TA/TO,PRT,A,0,120,Transient
City Hotel,0,17,2,0,Offline TA/TO,FRA,A,0,75,Transient
Resort Hotel,0,214,2,0,Groups,GBR,D,1,63.2,Transient-Party
City Hotel,1,161,3,0,Online TA,CHN,D,0,147.42,Transient
City Hotel,1,254,2,0,Groups,PRT,A,0,96,Transient
City Hotel,0,8,2,0,Online TA,PRT,A,0,77.35,Transient
Resort Hotel,1,4,2,0,Groups,IRL,A,0,57,Transient-Party
City Hotel,0,48,2,0,Offline TA/TO,ESP,A,0,130,Transient-Party
City Hotel,0,36,2,0,Online TA,GBR,A,0,71.1,Transient
City Hotel,0,3,2,0,Corporate,PRT,A,1,75,Transient
City Hotel,1,437,2,0,Groups,PRT,A,0,60,Transient
Resort Hotel,0,294,1,0,Offline TA/TO,DEU,A,1,35.4,Transient
City Hotel,0,19,1,0,Groups,PRT,A,1,170,Transient-Party
City Hotel,1,155,2,0,Online TA,BEL,A,0,161.1,Transient
City Hotel,1,465,2,0,Offline TA/TO,PRT,A,0,112.67,Transient-Party
City Hotel,0,6,1,0,Online TA,PRT,A,0,159,Transient
Resort Hotel,0,7,2,0,Online TA,ESP,D,1,172.67,Transient
City Hotel,0,44,1,0,Online TA,CN,A,0,85.5,Transient
City Hotel,1,101,2,0,Online TA,CHN,A,0,71.28,Transient
City Hotel,1,14,3,0,Online TA,ESP,E,0,194.67,Transient
City Hotel,1,368,2,0,Groups,PRT,A,0,90,Transient
Resort Hotel,1,72,2,0,Online TA,GBR,D,0,62,Transient
City Hotel,1,174,2,0,Groups,PRT,A,0,100,Transient
Resort Hotel,0,103,2,0,Online TA,GBR,A,1,30.24,Transient
City Hotel,0,46,3,0,Groups,ESP,A,1,84,Transient-Party
City Hotel,0,133,2,0,Online TA,FRA,A,0,130.5,Transient
Resort Hotel,0,0,2,0,Direct,ESP,D,0,49,Transient
City Hotel,0,4,2,0,Online TA,AUS,A,0,133,Contract
City Hotel,0,28,1,0,Offline TA/TO,PRT,A,0,130,Transient-Party
Resort Hotel,0,8,2,0,Online TA,ESP,E,0,261,Transient
City Hotel,1,334,2,0,Online TA,ITA,D,0,95.4,Transient
City Hotel,1,59,2,0,Groups,PRT,A,0,80,Transient
City Hotel,1,107,2,0,Online TA,FRA,D,0,171,Transient
City Hotel,1,134,2,0,Offline TA/TO,PRT,A,0,110,Transient
City Hotel,0,221,2,0,Offline TA/TO,FRA,A,0,65,Transient-Party
City Hotel,0,23,1,0,Online TA,USA,A,0,88,Transient
City Hotel,1,265,2,0,Groups,PRT,A,0,62.8,Transient-Party
Resort Hotel,0,4,1,0,Corporate,PRT,A,0,42,Transient
Resort Hotel,0,1,2,0,Offline TA/TO,PRT,A,0,34,Group
Resort Hotel,0,1,1,0,Online TA,GBR,A,0,95,Transient
City Hotel,1,316,2,0,Online TA,PRT,A,0,109.8,Transient
Resort Hotel,0,311,2,0,Offline TA/TO,GBR,A,0,104.85,Contract
Resort Hotel,0,44,2,0,Offline TA/TO,IRL,A,0,92,Transient
City Hotel,0,168,3,0,Online TA,DEU,D,0,153.9,Transient
City Hotel,0,74,2,0,Offline TA/TO,PRT,A,0,109,Transient-Party
City Hotel,1,149,2,1,Online TA,DNK,A,0,127.5,Transient
Resort Hotel,0,73,2,0,Offline TA/TO,GBR,D,0,82.85,Contract
Resort Hotel,0,94,3,0,Groups,GBR,A,3,88,Transient-Party
City Hotel,0,152,2,0,Offline TA/TO,PRT,D,0,62,Transient
Resort Hotel,0,86,2,0,Offline TA/TO,GBR,D,0,88.9,Contract
City Hotel,0,0,3,0,Online TA,BRA,E,0,134.8,Transient
City Hotel,0,69,2,0,Direct,CHE,A,1,117,Transient
Resort Hotel,0,38,1,0,Direct,CHE,G,0,146,Transient
City Hotel,0,17,2,1,Direct,NLD,A,0,154.1,Transient
City Hotel,1,48,2,0,Online TA,PRT,D,0,115.2,Contract
Resort Hotel,1,43,2,0,Offline TA/TO,PRT,A,0,91.5,Transient
City Hotel,0,26,2,0,Offline TA/TO,PRT,A,0,133.8,Transient-Party
City Hotel,1,72,1,0,Online TA,ITA,A,0,144,Transient
City Hotel,0,58,2,0,Online TA,DEU,D,0,85.3,Transient
Resort Hotel,0,3,2,0,Direct,PRT,A,0,54.9,Transient
City Hotel,0,16,2,0,Online TA,FRA,A,0,118,Transient
Resort Hotel,0,231,2,0,Groups,GBR,D,1,91.36,Transient-Party
City Hotel,0,4,1,0,Groups,ITA,A,0,70,Transient-Party
City Hotel,0,45,2,0,Online TA,IRL,A,0,150,Transient
City Hotel,0,0,1,0,Direct,GNB,A,6,90,Transient
City Hotel,0,71,1,0,Online TA,PRT,A,1,51.96,Transient
City Hotel,1,71,2,0,Online TA,ITA,A,0,88,Transient
Resort Hotel,1,215,2,0,Online TA,ESP,A,0,54,Transient
Resort Hotel,0,0,1,0,Corporate,PRT,A,2,42,Transient
City Hotel,1,24,2,0,Corporate,PRT,A,0,50,Transient-Party
City Hotel,1,0,2,0,Direct,PRT,A,0,115,Transient
City Hotel,0,1,2,0,Direct,PRT,E,0,50,Transient
City Hotel,1,304,2,0,Offline TA/TO,PRT,A,0,89,Transient
City Hotel,0,98,1,0,Groups,IND,A,0,70,Transient-Party
Resort Hotel,0,236,1,0,Groups,GBR,A,1,54,Transient-Party
City Hotel,0,111,2,0,Offline TA/TO,CHE,A,0,60,Transient
City Hotel,0,5,1,0,Corporate,PRT,A,0,65,Transient
City Hotel,0,0,1,0,Direct,MOZ,A,1,0,Transient
City Hotel,1,594,2,0,Groups,PRT,A,0,62,Transient
City Hotel,0,7,1,0,Online TA,CHE,E,0,210,Transient
City Hotel,0,25,2,0,Online TA,GBR,A,0,88,Transient
City Hotel,0,115,2,1,Online TA,FIN,G,0,277.5,Transient
Resort Hotel,0,159,1,0,Groups,SWE,D,0,58,Transient-Party
City Hotel,0,57,3,0,Online TA,DEU,D,0,137.7,Transient
Resort Hotel,0,2,1,0,Direct,PRT,A,1,43.8,Transient-Party
Resort Hotel,1,406,2,0,Offline TA/TO,PRT,A,0,88.4,Contract
City Hotel,1,112,2,1,Online TA,ISR,A,0,153,Transient
City Hotel,1,197,2,0,Online TA,PRT,A,0,106.2,Contract
City Hotel,0,0,2,0,Online TA,DEU,A,0,153,Transient
City Hotel,1,150,1,0,Offline TA/TO,PRT,A,2,80,Transient-Party
City Hotel,1,10,2,0,Online TA,ITA,A,0,87,Transient
City Hotel,1,28,2,0,Groups,PRT,A,0,95,Transient
Resort Hotel,0,128,2,0,Online TA,POL,D,0,65.7,Transient
Resort Hotel,0,277,2,0,Groups,GBR,D,1,68.74,Transient-Party
City Hotel,0,1,2,0,Offline TA/TO,PRT,A,0,95,Transient-Party
City Hotel,0,2,2,0,Online TA,NLD,D,0,180,Transient
City Hotel,0,97,2,1,Online TA,BRA,A,1,162,Transient
City Hotel,0,212,2,0,Online TA,FRA,A,0,90.95,Transient
City Hotel,0,83,2,2,Online TA,GBR,F,0,159.3,Transient
City Hotel,0,1,2,0,Online TA,TUR,A,1,87.27,Transient
Resort Hotel,1,0,2,0,Direct,PRT,A,0,8,Transient
City Hotel,1,54,2,0,Direct,PRT,B,0,136.7,Transient-Party
City Hotel,1,358,2,0,Groups,PRT,A,0,62,Transient
City Hotel,0,59,2,0,Groups,AUT,A,0,62,Transient-Party
Resort Hotel,0,128,2,0,Offline TA/TO,ESP,A,0,26,Transient
City Hotel,0,117,2,2,Direct,FIN,F,0,225,Transient
City Hotel,1,34,2,0,Online TA,ESP,A,0,109,Transient
City Hotel,1,246,3,0,Online TA,IRL,D,0,122.4,Transient
City Hotel,1,69,2,0,Online TA,PRT,A,0,80.1,Transient
Resort Hotel,0,0,1,0,Online TA,PRT,A,0,77,Transient
City Hotel,0,77,2,0,Online TA,FRA,A,0,68.04,Transient
City Hotel,1,66,2,0,Groups,PRT,A,0,100,Transient
City Hotel,1,468,2,0,Groups,PRT,A,0,62,Transient
City Hotel,0,83,2,0,Online TA,FRA,A,0,94.36,Transient
Resort Hotel,1,247,2,0,Online TA,GBR,A,0,80.1,Transient
Resort Hotel,0,251,2,1,Offline TA/TO,GBR,A,1,74.25,Transient
Resort Hotel,0,234,2,0,Groups,SWE,A,0,104,Transient-Party
Resort Hotel,0,234,2,0,Groups,SWE,A,0,104,Transient-Party
City Hotel,1,305,2,0,Offline TA/TO,PRT,A,0,89,Transient
Resort Hotel,1,23,2,0,Online TA,ESP,A,0,219,Transient
City Hotel,0,57,2,0,Offline TA/TO,PRT,A,0,0,Transient-Party
City Hotel,0,224,4,0,Online TA,PRT,G,1,232.2,Transient
City Hotel,1,207,2,0,Offline TA/TO,PRT,A,0,48,Transient
City Hotel,0,48,2,0,Online TA,FRA,A,0,115.6,Transient
Resort Hotel,0,152,2,0,Online TA,PRT,A,0,174,Transient
City Hotel,0,80,2,0,Online TA,FRA,D,1,189,Transient
Resort Hotel,0,116,2,0,Online TA,GBR,D,0,75,Transient
Resort Hotel,0,224,2,0,Offline TA/TO,GBR,D,0,96.4,Contract
Resort Hotel,0,49,2,0,Online TA,FRA,E,0,82.8,Transient-Party
City Hotel,1,135,2,1,Offline TA/TO,PRT,D,0,102.09,Transient
City Hotel,0,36,2,0,Online TA,FRA,A,0,168.73,Transient
Resort Hotel,0,3,2,0,Direct,PRT,F,0,110.2,Transient
Resort Hotel,0,0,2,0,Online TA,ITA,D,0,78,Transient
City Hotel,0,1,3,0,Online TA,CN,D,0,168,Transient
Resort Hotel,0,80,2,0,Groups,IRL,D,0,51.8,Transient-Party
Resort Hotel,0,231,2,0,Offline TA/TO,IRL,E,0,81,Transient
City Hotel,1,168,2,0,Groups,PRT,A,0,140,Transient
Resort Hotel,0,247,2,0,Online TA,GBR,A,1,55.2,Transient
Resort Hotel,0,145,2,0,Online TA,GBR,E,0,198,Transient
City Hotel,0,5,1,0,Corporate,ESP,A,0,77,Transient-Party
City Hotel,0,38,2,0,Online TA,FRA,A,0,119,Contract
Resort Hotel,0,47,1,0,Groups,RUS,A,0,52,Transient-Party
City Hotel,0,16,2,0,Online TA,ESP,A,0,160,Transient
City Hotel,1,37,2,0,Offline TA/TO,PRT,A,0,105,Transient-Party
City Hotel,0,112,2,0,Online TA,PRT,B,1,58.9,Transient
City Hotel,0,61,2,0,Online TA,FRA,D,0,145.4,Transient
City Hotel,1,34,1,0,Online TA,TUR,A,0,74.8,Transient
City Hotel,1,39,2,0,Offline TA/TO,PRT,A,0,101.5,Transient-Party
Resort Hotel,0,53,2,0,Offline TA/TO,GBR,D,0,47.33,Contract
City Hotel,0,37,1,0,Groups,FRA,A,1,75,Transient-Party
Resort Hotel,1,329,2,2,Online TA,PRT,G,0,216,Transient
Resort Hotel,0,376,2,0,Offline TA/TO,GBR,D,0,48.75,Contract
City Hotel,1,26,1,0,Direct,PRT,E,0,145.5,Transient
Resort Hotel,0,36,2,0,Offline TA/TO,IRL,D,0,38.04,Transient
City Hotel,0,22,2,0,Online TA,BRA,A,0,87.78,Transient
Resort Hotel,1,270,1,0,Online TA,PRT,A,1,39.6,Transient-Party
City Hotel,0,51,2,0,Online TA,DEU,D,0,71.22,Transient
City Hotel,1,214,1,0,Online TA,ESP,A,0,103.8,Transient
City Hotel,0,136,1,1,Online TA,FRA,A,2,86.36,Transient
City Hotel,1,317,2,0,Offline TA/TO,PRT,A,0,120,Transient
City Hotel,0,99,1,0,Online TA,IRL,D,0,135,Transient
City Hotel,0,69,2,0,Online TA,DEU,A,0,135.9,Transient
City Hotel,0,1,1,0,Corporate,FRA,A,1,90,Transient-Party
City Hotel,0,41,2,0,Offline TA/TO,BRA,A,1,70,Transient-Party
City Hotel,0,5,1,0,Corporate,PRT,A,0,65,Transient
City Hotel,1,216,2,0,Online TA,NLD,A,0,125.1,Transient
City Hotel,1,29,2,0,Online TA,CHN,A,0,126,Transient
City Hotel,0,190,2,0,Direct,CHE,A,1,95.4,Transient
Resort Hotel,0,352,2,0,Offline TA/TO,GBR,D,1,67.58,Contract
City Hotel,1,247,2,0,Groups,PRT,A,0,110,Transient
City Hotel,0,101,2,0,Groups,PRT,A,0,98,Transient-Party
Resort Hotel,0,118,2,0,Direct,NLD,F,0,79.2,Transient-Party
City Hotel,0,6,2,0,Offline TA/TO,BRA,A,0,110,Transient-Party
City Hotel,0,30,2,0,Online TA,GBR,D,0,146.4,Transient
City Hotel,0,1,2,0,Offline TA/TO,FRA,E,0,119,Transient
Resort Hotel,0,16,2,0,Corporate,GBR,A,0,40,Transient-Party
Resort Hotel,0,24,2,0,Groups,AUT,A,0,85,Transient-Party
City Hotel,1,301,2,0,Offline TA/TO,PRT,A,0,101.5,Transient-Party
Resort Hotel,0,5,2,0,Offline TA/TO,GBR,A,0,26.1,Transient
City Hotel,1,311,2,0,Groups,PRT,A,0,62,Transient-Party
Resort Hotel,0,17,2,0,Online TA,GIB,A,0,141,Transient-Party
City Hotel,0,110,1,0,Online TA,PRT,A,0,85.87,Transient
City Hotel,1,175,2,0,Groups,PRT,A,0,110,Transient
City Hotel,0,17,2,0,Online TA,ESP,A,0,89.89,Transient
City Hotel,0,102,3,0,Online TA,AUT,D,0,140.4,Transient
City Hotel,0,29,2,0,Online TA,ESP,A,0,111.67,Transient
City Hotel,1,291,2,0,Offline TA/TO,PRT,A,0,115,Transient
City Hotel,1,52,2,0,Online TA,NLD,A,0,135.9,Transient
Resort Hotel,0,211,2,0,Groups,DEU,A,2,85,Transient-Party
City Hotel,0,47,2,0,Online TA,NLD,D,0,90.3,Transient
City Hotel,0,1,2,0,Online TA,FRA,A,0,120,Transient
Resort Hotel,0,155,2,1,Direct,PRT,D,1,251,Transient-Party
City Hotel,0,279,2,0,Online TA,GBR,A,0,99,Transient
City Hotel,0,49,2,0,Online TA,DEU,A,0,91.8,Transient
City Hotel,0,10,2,0,Online TA,NLD,A,0,78.5,Transient
City Hotel,0,79,2,1,Online TA,ITA,D,1,126,Transient
City Hotel,0,180,1,0,Offline TA/TO,PRT,A,1,120,Transient-Party
City Hotel,1,137,1,0,Groups,PRT,A,0,70,Transient
City Hotel,0,147,2,0,Online TA,FRA,A,0,55.96,Transient
City Hotel,0,7,1,0,Groups,USA,A,1,110,Transient-Party
Resort Hotel,0,23,2,0,Online TA,PRT,D,0,68,Transient-Party
Resort Hotel,0,24,2,0,Online TA,GBR,A,0,0,Transient
City Hotel,0,20,2,0,Online TA,PRT,A,0,97,Transient
City Hotel,1,146,2,0,Offline TA/TO,PRT,A,0,95,Transient
City Hotel,0,247,2,0,Offline TA/TO,DEU,A,0,115,Transient-Party
City Hotel,1,125,2,1,Online TA,PRT,D,0,123.12,Transient
Resort Hotel,0,73,2,0,Corporate,GBR,A,0,40,Transient-Party
City Hotel,0,111,1,0,Direct,JPN,D,1,135,Transient
City Hotel,1,49,1,0,Online TA,ESP,A,0,161.1,Transient
Resort Hotel,0,215,2,0,Offline TA/TO,IRL,E,2,26,Transient
City Hotel,1,191,3,0,Online TA,SWE,E,2,225,Transient
Resort Hotel,1,323,2,0,Groups,PRT,A,0,72,Transient
City Hotel,0,2,3,0,Online TA,CHN,D,0,156,Transient
City Hotel,0,218,1,0,Online TA,GBR,A,0,105.34,Transient
Resort Hotel,1,189,2,0,Groups,PRT,A,0,46,Transient-Party
Resort Hotel,0,178,1,0,Offline TA/TO,GBR,A,2,33.35,Transient
Resort Hotel,1,45,2,0,Online TA,ESP,A,0,230,Transient
